rank,sourceid,title,type,issn,sjr,sjr_best_quartile,h_index,total_docs._(2013),total_docs._(3years),total_refs.,total_cites_(3years),citable_docs._(3years),cites_/_doc._(2years),ref._/_doc.,%female,overton,sdg,country,region,publisher,coverage,categories,areas,year,total_docs._(2014),total_docs._(2015),total_docs._(2016),total_docs._(2017),total_docs._(2018),total_docs._(2019),total_docs._(2020),total_docs._(2021),total_docs._(2022),total_docs._(2023),areas_split,Min_Percentile_own,sjr_best_quartile_own
6824,21101036139,Environmental and Sustainability Indicators,journal,26659727,"0,703",Q1,25,,81,4887,331,80,"4,09","68,83","39,11",5,62,Netherlands,Western Europe,Elsevier B.V.,2019-2023,"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Environmental Science (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2)",Agricultural and Biological Sciences; Environmental Science,2021,,,,,,,,71.0,,,"['Agricultural and Biological Sciences', 'Environmental Science']",10.691056910569104,Q1
6972,21100904991,Results in Engineering,journal,25901230,"0,692",Q1,36,,170,4232,687,167,"4,04","35,86","25,97",1,38,Netherlands,Western Europe,Elsevier B.V.,2019-2023,Engineering (miscellaneous) (Q1),Engineering,2021,,,,,,,,118.0,,,['Engineering'],20.988407565588773,Q1
7319,21100240100,Sustainability,journal,20711050,"0,664",Q1,169,,22780,910062,98549,22582,"4,17","64,88","39,32",1096,10440,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2009-2023,"Geography, Planning and Development (Q1); Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Environmental Science; Social Sciences,2021,,,,,,,,14027.0,,,"['Energy', 'Environmental Science', 'Social Sciences']",12.157413914265636,Q1
7449,62932,Energies,journal,19961073,"0,653",Q1,152,,15079,430162,57010,15055,"3,66","50,30","25,05",255,5191,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2008-2023,"Engineering (miscellaneous) (Q1); Control and Optimization (Q2); Electrical and Electronic Engineering (Q2); Energy Engineering and Power Technology (Q2); Energy (miscellaneous) (Q2); Fuel Technology (Q2); Renewable Energy, Sustainability and the Environment (Q2)",Energy; Engineering; Mathematics,2021,,,,,,,,8552.0,,,"['Energy', 'Engineering', 'Mathematics']",9.5351137487636,D1
7739,15026,Flow Measurement and Instrumentation,journal,09555986,"0,634",Q2,69,,397,5516,1174,396,"2,63","31,52","19,34",0,18,United Kingdom,Western Europe,Elsevier B.V.,1989-2023,Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2); Instrumentation (Q2); Modeling and Simulation (Q2),Computer Science; Engineering; Mathematics; Physics and Astronomy,2021,,,,,,,,175.0,,,"['Computer Science', 'Engineering', 'Mathematics', 'Physics and Astronomy']",9.210060219624513,D1
7863,13909,Geobios,journal,"00166995, 17775728","0,625",Q2,58,,125,3321,251,121,"1,93","89,76","25,56",0,6,France,Western Europe,Elsevier Masson s.r.l.,"1966, 1968-2023",Paleontology (Q2); Space and Planetary Science (Q2); Stratigraphy (Q2),Earth and Planetary Sciences,2021,,,,,,,,37.0,,,['Earth and Planetary Sciences'],22.059758423394786,Q1
8165,21101043776,Current Research in Green and Sustainable Chemistry,journal,26660865,"0,606",Q2,30,,42,10929,200,41,"4,76","63,17","35,37",0,72,Netherlands,Western Europe,Elsevier B.V.,2020-2023,Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2); Environmental Chemistry (Q3),Chemistry; Environmental Science; Materials Science,2021,,,,,,,,173.0,,,"['Chemistry', 'Environmental Science', 'Materials Science']",16.043307086614174,Q1
8197,76627,Materials,journal,19961944,"0,604",Q2,168,,12620,388755,49827,12520,"3,74","49,48","32,72",25,1639,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2008-2023,Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2),Materials Science; Physics and Astronomy,2021,,,,,,,,7857.0,,,"['Materials Science', 'Physics and Astronomy']",12.630208333333334,Q1
9103,21100411756,Heliyon,journal,24058440,"0,550",Q1,88,,5138,146295,20610,5133,"3,96","53,24","34,83",99,1258,Netherlands,Western Europe,Elsevier B.V.,2015-2023,Multidisciplinary (Q1),Multidisciplinary,2021,,,,,,,,2748.0,,,['Multidisciplinary'],14.545454545454545,Q1
9580,21100399705,Minerals,journal,2075163X,"0,522",Q2,58,,2521,84262,7352,2476,"2,77","58,80","33,65",19,292,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2010-2023,Geology (Q2); Geotechnical Engineering and Engineering Geology (Q2),Earth and Planetary Sciences,2021,,,,,,,,1433.0,,,['Earth and Planetary Sciences'],30.552220888355343,Q2
10718,21100774305,"Journal of Sustainable Development of Energy, Water and Environment Systems",journal,18489257,"0,463",Q2,23,,149,2179,345,146,"2,40","44,47","33,96",4,42,Croatia,Eastern Europe,"International Centre for Sustainable Development of Energy, Water and Environment Systems SDEWES",2013-2023,"Energy Engineering and Power Technology (Q2); Environmental Science (miscellaneous) (Q2); Water Science and Technology (Q2); Renewable Energy, Sustainability and the Environment (Q3)",Energy; Environmental Science,2021,,,,,,,,49.0,,,"['Energy', 'Environmental Science']",18.622628250175683,Q1
12217,21100317906,MethodsX,journal,22150161,"0,394",Q2,46,,914,8410,2102,911,"2,19","20,27","35,56",12,144,Netherlands,Western Europe,Elsevier B.V.,2014-2023,Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3),"Biochemistry, Genetics and Molecular Biology; Health Professions",2021,,,,,,,,415.0,,,"['Biochemistry, Genetics and Molecular Biology', 'Health Professions']",28.54785478547855,Q2
17252,12000154347,Environmental Engineering and Management Journal,journal,15829596,"0,229",Q3,46,,747,8977,721,744,"0,95","41,37","43,30",0,148,Romania,Eastern Europe,Gh. Asachi Technical University of Iasi,"1988, 2002-2023","Environmental Engineering (Q3); Management, Monitoring, Policy and Law (Q3); Pollution (Q4)",Environmental Science,2021,,,,,,,,217.0,,,['Environmental Science'],39.10034602076124,Q2
18769,21100773812,Chemistry Journal of Moldova,journal,"18571727, 23451688","0,195",Q3,10,,68,829,67,68,"0,93","37,68","46,05",0,7,Moldova,Eastern Europe,"Institute of Chemistry, Academy of Sciences of Moldova",2016-2023,Chemistry (miscellaneous) (Q3); Environmental Chemistry (Q4); Process Chemistry and Technology (Q4),Chemical Engineering; Chemistry; Environmental Science,2021,,,,,,,,22.0,,,"['Chemical Engineering', 'Chemistry', 'Environmental Science']",48.14004376367615,Q2
22323,21100372856,Data in Brief,journal,23523409,"0,131",Q4,52,,4653,9237,6294,5,"1,40","9,01","41,67",19,377,United States,Northern America,Elsevier Inc.,2014-2023,Education (Q4); Multidisciplinary (Q4),Multidisciplinary; Social Sciences,2021,,,,,,,,1025.0,,,"['Multidisciplinary', 'Social Sciences']",18.367346938775512,Q1
542,27567,Renewable and Sustainable Energy Reviews,journal,"13640321, 18790690","3,232",Q1,421,,2552,126671,47601,2542,"17,50","123,10","26,80",101,915,United Kingdom,Western Europe,Elsevier Ltd,1997-2023,"Renewable Energy, Sustainability and the Environment (Q1)",Energy,2022,,,,,,,,,1029.0,,['Energy'],0.5621925509486999,D1
875,29372,Energy Conversion and Management,journal,01968904,"2,514",Q1,250,,3522,81339,41526,3501,"11,42","61,43","24,69",19,1074,United Kingdom,Western Europe,Elsevier Ltd,1979-2023,"Energy Engineering and Power Technology (Q1); Fuel Technology (Q1); Nuclear Energy and Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy,2022,,,,,,,,,1324.0,,['Energy'],1.0541110330288124,D1
1035,19700194105,Sustainable Cities and Society,journal,"22106715, 22106707","2,305",Q1,130,,2066,55676,25809,2065,"12,80","69,42","33,12",30,689,Netherlands,Western Europe,Elsevier B.V.,2011-2023,"Civil and Structural Engineering (Q1); Geography, Planning and Development (Q1); Renewable Energy, Sustainability and the Environment (Q1); Transportation (Q1)",Energy; Engineering; Social Sciences,2022,,,,,,,,,802.0,,"['Energy', 'Engineering', 'Social Sciences']",1.1559990265271356,D1
1072,21100924827,Communications Biology,journal,23993642,"2,251",Q1,73,,2497,83894,15081,2425,"5,70","64,04","39,42",21,389,United States,Northern America,Springer Nature,2018-2023,"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)","Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine",2022,,,,,,,,,1310.0,,"['Agricultural and Biological Sciences', 'Biochemistry, Genetics and Molecular Biology', 'Medicine']",1.7063492063492063,D1
1189,23916,Environmental Pollution,journal,"02697491, 18736424","2,110",Q1,301,,6093,142914,61520,6043,"9,53","72,11","41,84",85,1294,United Kingdom,Western Europe,Elsevier Ltd,"1970-1980, 1986-2023","Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Toxicology (Q1)","Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics",2022,,,,,,,,,1982.0,,"['Environmental Science', 'Medicine', 'Pharmacology, Toxicology and Pharmaceutics']",2.9769959404600814,D1
1330,29348,Energy,journal,"18736785, 03605442","1,989",Q1,251,,7159,173880,71459,7143,"10,03","51,84","26,73",50,2318,United Kingdom,Western Europe,Elsevier Ltd,1976-2023,"Building and Construction (Q1); Civil and Structural Engineering (Q1); Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Energy (miscellaneous) (Q1); Fuel Technology (Q1); Industrial and Manufacturing Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Mechanical Engineering (Q1); Modeling and Simulation (Q1); Pollution (Q1); Renewable Energy, Sustainability and the Environment (Q1)",Energy; Engineering; Environmental Science; Mathematics,2022,,,,,,,,,3354.0,,"['Energy', 'Engineering', 'Environmental Science', 'Mathematics']",0.811078140454995,D1
1341,19167,Journal of Cleaner Production,journal,"09596526, 18791786","1,981",Q1,309,,14317,320910,173021,14280,"11,77","67,28","35,43",154,3822,United Kingdom,Western Europe,Elsevier Ltd,1993-2023,"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)","Business, Management and Accounting; Energy; Engineering; Environmental Science",2022,,,,,,,,,4770.0,,"['Business, Management and Accounting', 'Energy', 'Engineering', 'Environmental Science']",1.8393623543838136,D1
1390,25349,Science of the Total Environment,journal,"00489697, 18791026","1,946",Q1,353,,20668,598161,225592,20436,"10,94","73,04","40,48",387,5640,Netherlands,Western Europe,Elsevier B.V.,"1970, 1972-2024",Environmental Chemistry (Q1); Environmental Engineering (Q1); Pollution (Q1); Waste Management and Disposal (Q1),Environmental Science,2022,,,,,,,,,8189.0,,['Environmental Science'],4.790748898678414,D1
1760,23371,Journal of Environmental Management,journal,"10958630, 03014797","1,678",Q1,243,,5324,162615,51050,5298,"9,39","68,24","37,97",71,1916,United States,Northern America,Academic Press,"1973, 1975, 1977-2023","Environmental Engineering (Q1); Management, Monitoring, Policy and Law (Q1); Medicine (miscellaneous) (Q1); Waste Management and Disposal (Q1)",Environmental Science; Medicine,2022,,,,,,,,,2383.0,,"['Environmental Science', 'Medicine']",6.52294085129906,D1
2397,20292,Ecological Indicators,journal,1470160X,"1,396",Q1,183,,3524,84550,24902,3496,"7,10","68,35","38,78",25,908,Netherlands,Western Europe,Elsevier B.V.,2001-2023,"Decision Sciences (miscellaneous) (Q1); Ecology (Q1); Ecology, Evolution, Behavior and Systematics (Q1)",Agricultural and Biological Sciences; Decision Sciences; Environmental Science,2022,,,,,,,,,1237.0,,"['Agricultural and Biological Sciences', 'Decision Sciences', 'Environmental Science']",4.512195121951219,D1
3087,21100255493,Journal of Environmental Chemical Engineering,journal,"22133437, 22132929","1,198",Q1,127,,3999,144598,32477,3991,"8,07","68,14","39,03",7,1262,United Kingdom,Western Europe,Elsevier B.V.,2013-2023,Chemical Engineering (miscellaneous) (Q1); Pollution (Q1); Process Chemistry and Technology (Q1); Waste Management and Disposal (Q1),Chemical Engineering; Environmental Science,2022,,,,,,,,,2122.0,,"['Chemical Engineering', 'Environmental Science']",10.860366713681241,Q1
3150,21100220478,Urban Climate,journal,22120955,"1,185",Q1,75,,550,19803,3745,548,"6,55","67,36","34,41",7,262,Netherlands,Western Europe,Elsevier B.V.,2012-2023,"Atmospheric Science (Q1); Environmental Science (miscellaneous) (Q1); Geography, Planning and Development (Q1); Urban Studies (Q1)",Earth and Planetary Sciences; Environmental Science; Social Sciences,2022,,,,,,,,,294.0,,"['Earth and Planetary Sciences', 'Environmental Science', 'Social Sciences']",5.219713522699684,D1
3345,21100324365,Journal of Water Process Engineering,journal,22147144,"1,144",Q1,89,,1719,57442,12695,1715,"7,42","66,64","37,66",2,664,United Kingdom,Western Europe,Elsevier Ltd,2014-2023,"Biotechnology (Q1); Process Chemistry and Technology (Q1); Safety, Risk, Reliability and Quality (Q1); Waste Management and Disposal (Q1); Water Science and Technology (Q1)","Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Environmental Science",2022,,,,,,,,,862.0,,"['Biochemistry, Genetics and Molecular Biology', 'Chemical Engineering', 'Engineering', 'Environmental Science']",6.7128900094547745,D1
3397,23271,International Journal of Life Cycle Assessment,journal,"09483349, 16147502","1,135",Q1,131,,494,5700,2333,465,"4,70","56,44","43,07",9,97,Germany,Western Europe,,1996-2023,Environmental Science (miscellaneous) (Q1),Environmental Science,2022,,,,,,,,,101.0,,['Environmental Science'],5.93490746649649,D1
4181,21100826280,Frontiers in Environmental Science,journal,2296665X,"1,005",Q1,77,,1132,156029,5702,1087,"4,53","61,31","38,15",57,1905,Switzerland,Western Europe,Frontiers Media SA,2013-2023,Environmental Science (miscellaneous) (Q1),Environmental Science,2022,,,,,,,,,2545.0,,['Environmental Science'],10.306686777275011,Q1
4401,21100200805,Scientific Reports,journal,20452322,"0,973",Q1,315,,64714,1061436,310492,64682,"4,49","48,39","37,08",461,7470,United Kingdom,Western Europe,Nature Publishing Group,2011-2023,Multidisciplinary (Q1),Multidisciplinary,2022,,,,,,,,,21936.0,,['Multidisciplinary'],1.6,D1
4573,21101036139,Environmental and Sustainability Indicators,journal,26659727,"0,950",Q1,25,,152,3333,806,151,"4,62","65,35","30,54",2,43,Netherlands,Western Europe,Elsevier B.V.,2019-2023,"Agricultural and Biological Sciences (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Environmental Science (miscellaneous) (Q1); Management, Monitoring, Policy and Law (Q1)",Agricultural and Biological Sciences; Environmental Science,2022,,,,,,,,,51.0,,"['Agricultural and Biological Sciences', 'Environmental Science']",10.691056910569104,Q1
4612,23918,Environmental Science and Pollution Research,journal,"09441344, 16147499","0,944",Q1,179,,12058,407654,72742,11902,"5,95","64,67","39,04",85,4387,Germany,Western Europe,,1994-2023,"Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1); Pollution (Q1); Environmental Chemistry (Q2)",Environmental Science; Medicine,2022,,,,,,,,,6304.0,,"['Environmental Science', 'Medicine']",16.52839821314614,Q1
4759,21100374601,IEEE Access,journal,21693536,"0,926",Q1,242,,45811,471554,239328,45705,"4,95","49,07","24,03",0,2134,United States,Northern America,Institute of Electrical and Electronics Engineers Inc.,2013-2023,Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1),Computer Science; Engineering; Materials Science,2022,,,,,,,,,9610.0,,"['Computer Science', 'Engineering', 'Materials Science']",7.281105990783409,D1
5108,10600153309,PLoS ONE,journal,19326203,"0,885",Q1,435,,47916,773788,185952,47911,"3,78","49,02","43,18",515,7387,United States,Northern America,Public Library of Science,2006-2023,Multidisciplinary (Q1),Multidisciplinary,2022,,,,,,,,,15785.0,,['Multidisciplinary'],5.391467416783873,D1
5399,25776,Quaternary International,journal,10406182,"0,856",Q1,125,,1436,28031,3519,1353,"2,36","79,63","37,75",1,66,United Kingdom,Western Europe,Elsevier Ltd,1989-2023,Earth-Surface Processes (Q1),Earth and Planetary Sciences,2022,,,,,,,,,352.0,,['Earth and Planetary Sciences'],13.156230234029096,Q1
5850,21100253674,Nanomaterials,journal,20794991,"0,811",Q1,126,,7777,265715,44046,7683,"5,53","60,25","36,36",9,1197,Switzerland,Western Europe,Multidisciplinary Digital Publishing Institute (MDPI),2011-2023,Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q2),Chemical Engineering; Materials Science,2022,,,,,,,,,4410.0,,"['Chemical Engineering', 'Materials Science']",13.069094804499196,Q1
6847,15168,Hydrobiologia,journal,"15735117, 00188158","0,721",Q1,165,,978,23967,2566,965,"2,69","79,62","37,14",12,154,Netherlands,Western Europe,Springer Netherlands,1948-2023,Aquatic Science (Q1),Agricultural and Biological Sciences,2022,,,,,,,,,301.0,,['Agricultural and Biological Sciences'],14.082840236686389,Q1
6926,21101043776,Current Research in Green and Sustainable Chemistry,journal,26660865,"0,715",Q1,30,,215,6494,1187,214,"5,52","56,96","34,60",1,53,Netherlands,Western Europe,Elsevier B.V.,2020-2023,Materials Chemistry (Q1); Environmental Chemistry (Q2); Physical and Theoretical Chemistry (Q2),Chemistry; Environmental Science; Materials Science,2022,,,,,,,,,114.0,,"['Chemistry', 'Environmental Science', 'Materials Science']",16.043307086614174,Q1
